stubborn_fraction,mean_polarization,std_polarization,alpha,beta
0.0,0.002914125852092286,0.0002011239102395511,0.6,0.4
0.1,0.0029236748167325937,0.00027557314450294974,0.6,0.4
0.2,0.002386910643858856,0.00045898448822646025,0.6,0.4
0.30000000000000004,0.0028307084423429296,0.0002264790377501046,0.6,0.4
